timestamp,latitude,longitude,altitude,pm25,pm10,temperature,humidity,speed,heading,battery,satellites,gps_status,signal_strength
2026-08-26T18:01:52.150315,19.022052,73.100989,42.5,48.1,73.5,29.0,68.0,4.5,96,99,10,LOCKED,-55
2026-08-26T18:01:54.150315,19.022074,73.101026,42.6,45.6,73.7,29.0,68.0,4.4,98,99,10,LOCKED,-55
2026-08-26T18:01:56.150315,19.022096,73.101062,42.6,50.3,65.5,29.0,68.0,4.5,98,99,10,LOCKED,-55
2026-08-26T18:01:58.150315,19.022118,73.101099,42.5,47.4,74.9,29.0,68.0,4.6,96,99,11,LOCKED,-55
2026-08-26T18:02:00.150315,19.022140,73.101138,42.5,42.0,72.1,29.0,68.0,4.5,94,99,11,LOCKED,-54
2026-08-26T18:02:02.150315,19.022162,73.101176,42.5,50.5,75.2,29.0,68.1,4.6,93,98,11,LOCKED,-55
2026-08-26T18:02:04.150315,19.022184,73.101214,42.5,54.8,91.8,29.0,68.0,4.7,94,98,11,LOCKED,-55
2026-08-26T18:02:06.150315,19.022206,73.101254,42.5,61.9,76.5,29.0,68.0,4.6,92,98,11,LOCKED,-55
2026-08-26T18:02:08.150315,19.022228,73.101292,42.6,66.6,81.2,29.0,68.0,4.7,93,98,11,LOCKED,-55
2026-08-26T18:02:10.150315,19.022250,73.101332,42.6,50.3,90.6,29.0,68.0,4.7,92,98,12,LOCKED,-55
2026-08-26T18:02:12.150315,19.022272,73.101372,42.6,67.5,91.5,29.0,68.0,4.7,91,98,12,LOCKED,-55
2026-08-26T18:02:14.150315,19.022293,73.101412,42.7,64.6,97.6,29.0,68.0,4.7,91,98,12,LOCKED,-55
2026-08-26T18:02:16.150315,19.022316,73.101452,42.7,62.1,93.5,29.0,68.1,4.7,92,98,12,LOCKED,-56
2026-08-26T18:02:18.150315,19.022338,73.101492,42.7,65.5,106.1,29.0,68.0,4.6,90,98,12,LOCKED,-56
2026-08-26T18:02:20.150315,19.022359,73.101532,42.6,63.1,89.8,29.0,68.1,4.6,89,98,12,LOCKED,-56
2026-08-26T18:02:22.150315,19.022380,73.101571,42.6,75.7,104.2,29.0,68.0,4.6,89,98,12,LOCKED,-56
2026-08-26T18:02:24.150315,19.022402,73.101610,42.6,65.4,108.1,29.0,68.1,4.7,88,98,12,LOCKED,-56
2026-08-26T18:02:26.150315,19.022423,73.101650,42.6,69.7,113.6,29.0,68.1,4.7,90,98,12,LOCKED,-56
2026-08-26T18:02:28.150315,19.022445,73.101689,42.6,74.3,114.1,29.0,68.0,4.7,88,98,12,LOCKED,-56
2026-08-26T18:02:30.150315,19.022466,73.101728,42.6,75.5,107.2,29.0,68.0,4.6,86,98,12,LOCKED,-56
2026-08-26T18:02:32.150315,19.022487,73.101766,42.6,69.3,99.4,29.0,68.0,4.7,84,98,12,LOCKED,-56
2026-08-26T18:02:34.150315,19.022507,73.101804,42.5,68.1,112.6,29.0,68.0,4.7,84,98,12,LOCKED,-56
2026-08-26T18:02:36.150315,19.022529,73.101842,42.4,83.4,122.1,29.0,68.0,4.7,84,98,12,LOCKED,-56
2026-08-26T18:02:38.150315,19.022550,73.101881,42.3,83.7,122.5,29.0,67.9,4.8,86,98,12,LOCKED,-55
2026-08-26T18:02:40.150315,19.022571,73.101921,42.3,76.2,119.7,29.0,67.9,4.9,86,98,13,LOCKED,-55
2026-08-26T18:02:42.150315,19.022593,73.101962,42.2,88.7,114.4,28.9,67.8,4.8,88,98,13,LOCKED,-55
2026-08-26T18:02:44.150315,19.022615,73.102001,42.3,84.1,127.6,28.9,67.9,4.9,87,98,13,LOCKED,-55
2026-08-26T18:02:46.150315,19.022637,73.102042,42.3,85.0,118.0,28.9,67.8,4.8,88,98,13,LOCKED,-55
2026-08-26T18:02:48.150315,19.022658,73.102082,42.4,92.4,134.5,28.9,67.8,4.7,88,98,13,LOCKED,-55
2026-08-26T18:02:50.150315,19.022680,73.102122,42.3,81.7,123.0,28.9,67.8,4.8,89,98,13,LOCKED,-55
2026-08-26T18:02:52.150315,19.022702,73.102162,42.2,88.7,117.9,28.9,67.8,4.8,88,98,13,LOCKED,-55
2026-08-26T18:02:54.150315,19.022724,73.102202,42.3,90.0,116.6,28.9,67.8,4.8,89,98,13,LOCKED,-55
2026-08-26T18:02:56.150315,19.022745,73.102242,42.3,91.4,119.4,28.9,67.8,4.8,88,98,13,LOCKED,-54
2026-08-26T18:02:58.150315,19.022767,73.102282,42.3,93.2,141.0,28.9,67.9,4.8,86,98,13,LOCKED,-54
2026-08-26T18:03:00.150315,19.022788,73.102321,42.2,85.6,130.3,28.9,67.9,4.7,85,98,13,LOCKED,-54
2026-08-26T18:03:02.150315,19.022809,73.102360,42.3,98.5,140.8,28.9,67.9,4.6,87,97,13,LOCKED,-55
2026-08-26T18:03:04.150315,19.022830,73.102398,42.2,100.7,138.9,28.9,67.9,4.6,85,97,12,LOCKED,-55
2026-08-26T18:03:06.150315,19.022851,73.102437,42.2,96.0,130.1,28.9,67.9,4.6,87,97,12,LOCKED,-55
2026-08-26T18:03:08.150315,19.022872,73.102475,42.1,95.9,145.5,28.9,67.9,4.6,85,97,12,LOCKED,-55
2026-08-26T18:03:10.150315,19.022893,73.102513,42.1,95.6,145.3,28.9,67.9,4.6,84,97,13,LOCKED,-55
2026-08-26T18:03:12.150315,19.022913,73.102550,42.2,89.8,133.9,28.9,68.0,4.7,82,97,13,LOCKED,-55
2026-08-26T18:03:14.150315,19.022934,73.102589,42.3,103.6,147.7,28.9,68.0,4.8,83,97,13,LOCKED,-55
2026-08-26T18:03:16.150315,19.022956,73.102627,42.3,98.8,152.3,29.0,68.0,4.7,83,97,13,LOCKED,-55
2026-08-26T18:03:18.150315,19.022976,73.102665,42.3,93.1,143.2,29.0,67.9,4.8,83,97,13,LOCKED,-55
2026-08-26T18:03:20.150315,19.022998,73.102704,42.3,103.5,151.7,29.0,68.0,4.9,84,97,13,LOCKED,-55
2026-08-26T18:03:22.150315,19.023019,73.102744,42.3,103.4,158.7,29.0,68.0,4.9,86,97,13,LOCKED,-54
2026-08-26T18:03:24.150315,19.023041,73.102785,42.4,105.8,135.8,29.0,68.0,5.0,86,97,13,LOCKED,-54
2026-08-26T18:03:26.150315,19.023063,73.102825,42.4,102.1,141.5,29.0,68.0,4.9,85,97,13,LOCKED,-54
2026-08-26T18:03:28.150315,19.023085,73.102865,42.4,99.4,150.0,29.0,68.1,4.9,86,97,13,LOCKED,-54
2026-08-26T18:03:30.150315,19.023106,73.102905,42.4,109.3,147.1,29.0,68.1,4.8,88,97,13,LOCKED,-54
2026-08-26T18:03:32.150315,19.023128,73.102946,42.4,102.2,154.6,29.0,68.1,4.8,90,97,14,LOCKED,-54
2026-08-26T18:03:34.150315,19.023150,73.102987,42.4,110.4,139.1,29.0,68.1,4.9,91,97,14,LOCKED,-54
2026-08-26T18:03:36.150315,19.023173,73.103028,42.3,102.0,156.2,29.0,68.1,4.8,90,97,14,LOCKED,-54
2026-08-26T18:03:38.150315,19.023195,73.103068,42.3,101.7,149.4,29.0,68.1,4.8,92,97,14,LOCKED,-54
2026-08-26T18:03:40.150315,19.023217,73.103108,42.3,100.1,144.3,29.0,68.1,4.8,92,97,14,LOCKED,-54
2026-08-26T18:03:42.150315,19.023239,73.103149,42.3,112.2,152.2,29.0,68.1,4.9,91,97,14,LOCKED,-54
2026-08-26T18:03:44.150315,19.023261,73.103190,42.2,103.2,166.5,29.0,68.1,4.8,89,97,14,LOCKED,-54
2026-08-26T18:03:46.150315,19.023284,73.103231,42.2,99.8,149.6,29.0,68.1,4.8,90,97,14,LOCKED,-55
2026-08-26T18:03:48.150315,19.023306,73.103272,42.2,110.0,155.3,29.0,68.1,4.9,90,97,14,LOCKED,-55
2026-08-26T18:03:50.150315,19.023328,73.103313,42.2,112.9,149.3,29.0,68.1,4.9,91,97,14,LOCKED,-55
2026-08-26T18:03:52.150315,19.023351,73.103354,42.3,102.6,148.7,29.0,68.1,4.8,92,97,13,LOCKED,-55
2026-08-26T18:03:54.150315,19.023373,73.103394,42.2,113.6,154.0,29.0,68.1,4.8,94,97,12,LOCKED,-55
2026-08-26T18:03:56.150315,19.023395,73.103434,42.2,110.1,148.3,29.0,68.1,4.9,92,97,12,LOCKED,-55
2026-08-26T18:03:58.150315,19.023418,73.103475,42.2,108.6,152.7,29.0,68.2,4.9,91,97,12,LOCKED,-55
2026-08-26T18:04:00.150315,19.023441,73.103515,42.2,108.9,156.4,29.0,68.1,4.9,93,97,11,LOCKED,-55
2026-08-26T18:04:02.150315,19.023463,73.103556,42.1,107.1,167.6,29.0,68.2,4.9,92,96,11,LOCKED,-55
2026-08-26T18:04:04.150315,19.023486,73.103597,42.1,112.5,162.0,29.0,68.2,4.9,92,96,11,LOCKED,-55
2026-08-26T18:04:06.150315,19.023508,73.103637,42.0,106.7,148.3,29.0,68.2,5.0,93,96,11,LOCKED,-55
2026-08-26T18:04:08.150315,19.023531,73.103678,42.0,113.1,155.8,29.0,68.2,4.9,92,96,11,LOCKED,-55
2026-08-26T18:04:10.150315,19.023553,73.103719,41.9,116.9,170.8,29.0,68.2,4.9,92,96,11,LOCKED,-55
2026-08-26T18:04:12.150315,19.023576,73.103759,42.0,111.1,162.0,29.0,68.2,4.9,94,96,11,LOCKED,-55
2026-08-26T18:04:14.150315,19.023599,73.103799,42.0,112.9,162.1,29.0,68.2,4.9,93,96,11,LOCKED,-55
2026-08-26T18:04:16.150315,19.023621,73.103840,41.9,113.1,159.1,29.0,68.2,5.0,91,96,11,LOCKED,-55
2026-08-26T18:04:18.150315,19.023644,73.103882,42.0,111.4,169.4,29.0,68.2,4.9,90,96,11,LOCKED,-56
2026-08-26T18:04:20.150315,19.023666,73.103923,41.9,107.4,168.5,29.0,68.2,4.9,89,96,11,LOCKED,-55
2026-08-26T18:04:22.150315,19.023688,73.103964,42.0,111.6,163.7,29.0,68.2,4.9,88,96,11,LOCKED,-55
2026-08-26T18:04:24.150315,19.023710,73.104005,42.0,114.1,154.3,29.0,68.3,4.8,87,96,11,LOCKED,-55
2026-08-26T18:04:26.150315,19.023732,73.104045,42.0,115.3,145.9,29.0,68.3,4.9,88,96,11,LOCKED,-55
2026-08-26T18:04:28.150315,19.023753,73.104085,42.1,117.6,163.4,28.9,68.3,4.8,88,96,11,LOCKED,-55
2026-08-26T18:04:30.150315,19.023775,73.104126,42.2,111.0,168.1,28.9,68.3,4.8,88,96,11,LOCKED,-54
2026-08-26T18:04:32.150315,19.023797,73.104165,42.2,108.2,153.4,28.9,68.3,4.8,87,96,11,LOCKED,-55
2026-08-26T18:04:34.150315,19.023818,73.104205,42.1,115.0,167.8,28.9,68.3,4.9,88,96,11,LOCKED,-55
2026-08-26T18:04:36.150315,19.023840,73.104246,42.2,116.0,169.6,28.9,68.3,4.9,88,96,11,LOCKED,-55
2026-08-26T18:04:38.150315,19.023863,73.104287,42.2,114.4,143.7,28.9,68.3,4.8,89,96,12,LOCKED,-55
2026-08-26T18:04:40.150315,19.023884,73.104328,42.1,106.1,171.0,28.9,68.2,4.7,89,96,13,LOCKED,-56
2026-08-26T18:04:42.150315,19.023906,73.104368,42.1,111.1,152.8,28.9,68.2,4.8,88,96,13,LOCKED,-56
2026-08-26T18:04:44.150315,19.023928,73.104408,42.2,112.6,157.3,28.9,68.2,4.8,90,96,13,LOCKED,-56
2026-08-26T18:04:46.150315,19.023950,73.104449,42.1,104.1,163.6,28.9,68.2,4.8,91,96,13,LOCKED,-56
2026-08-26T18:04:48.150315,19.023972,73.104489,42.2,116.9,161.3,28.9,68.2,4.7,90,96,13,LOCKED,-56
2026-08-26T18:04:50.150315,19.023994,73.104529,42.1,111.8,167.3,28.9,68.2,4.7,91,96,13,LOCKED,-56
2026-08-26T18:04:52.150315,19.024016,73.104569,42.1,108.1,140.9,28.9,68.2,4.7,92,96,13,LOCKED,-56
2026-08-26T18:04:54.150315,19.024038,73.104608,42.1,104.2,151.9,28.9,68.2,4.8,92,96,13,LOCKED,-57
2026-08-26T18:04:56.150315,19.024060,73.104648,42.1,107.0,148.0,28.9,68.2,4.7,92,96,13,LOCKED,-56
2026-08-26T18:04:58.150315,19.024082,73.104688,42.1,108.8,167.8,28.9,68.3,4.6,93,96,13,LOCKED,-57
2026-08-26T18:05:00.150315,19.024104,73.104726,42.1,98.9,167.5,29.0,68.2,4.6,94,96,13,LOCKED,-57
2026-08-26T18:05:02.150315,19.024127,73.104765,42.1,105.5,144.7,29.0,68.3,4.6,94,95,13,LOCKED,-57
2026-08-26T18:05:04.150315,19.024149,73.104803,42.0,113.0,147.0,29.0,68.3,4.6,94,95,13,LOCKED,-57
2026-08-26T18:05:06.150315,19.024171,73.104841,42.1,101.2,144.5,29.0,68.2,4.5,94,95,13,LOCKED,-58
2026-08-26T18:05:08.150315,19.024192,73.104879,42.1,106.9,144.7,29.0,68.2,4.6,92,95,13,LOCKED,-58
2026-08-26T18:05:10.150315,19.024214,73.104918,42.1,109.7,160.7,29.0,68.2,4.6,94,95,13,LOCKED,-58
2026-08-26T18:05:12.150315,19.024236,73.104956,42.0,100.1,152.8,29.0,68.2,4.6,95,95,13,LOCKED,-58
2026-08-26T18:05:14.150315,19.024258,73.104994,42.0,99.9,154.9,29.0,68.2,4.6,93,95,13,LOCKED,-58
2026-08-26T18:05:16.150315,19.024280,73.105032,42.0,102.2,156.5,29.0,68.2,4.6,94,95,13,LOCKED,-59
2026-08-26T18:05:18.150315,19.024302,73.105070,42.0,105.8,148.5,29.0,68.2,4.6,95,95,13,LOCKED,-58
2026-08-26T18:05:20.150315,19.024324,73.105109,42.0,106.8,152.8,29.0,68.2,4.6,94,95,13,LOCKED,-58
2026-08-26T18:05:22.150315,19.024346,73.105147,42.0,98.6,131.6,29.0,68.1,4.7,94,95,13,LOCKED,-58
2026-08-26T18:05:24.150315,19.024369,73.105186,42.0,103.4,153.1,29.0,68.2,4.8,95,95,13,LOCKED,-57
2026-08-26T18:05:26.150315,19.024391,73.105225,42.0,104.4,138.4,29.0,68.2,4.8,94,95,13,LOCKED,-57
2026-08-26T18:05:28.150315,19.024413,73.105266,42.0,96.8,150.9,29.0,68.2,4.9,92,95,13,LOCKED,-57
2026-08-26T18:05:30.150315,19.024436,73.105307,41.9,102.7,154.2,29.0,68.2,4.8,91,95,13,LOCKED,-57
2026-08-26T18:05:32.150315,19.024458,73.105347,41.9,96.3,129.5,29.0,68.2,4.8,89,95,13,LOCKED,-57
2026-08-26T18:05:34.150315,19.024479,73.105388,41.9,97.0,137.0,29.0,68.2,4.8,88,95,13,LOCKED,-58
2026-08-26T18:05:36.150315,19.024501,73.105428,42.0,102.5,139.6,29.0,68.2,4.8,90,95,13,LOCKED,-58
2026-08-26T18:05:38.150315,19.024523,73.105469,42.0,94.1,128.7,29.0,68.1,4.7,89,95,13,LOCKED,-57
2026-08-26T18:05:40.150315,19.024545,73.105509,42.1,92.7,140.5,29.0,68.2,4.7,89,95,13,LOCKED,-57
2026-08-26T18:05:42.150315,19.024566,73.105548,42.0,91.8,131.1,29.0,68.2,4.6,89,95,13,LOCKED,-57
2026-08-26T18:05:44.150315,19.024588,73.105588,42.1,97.2,141.3,29.0,68.2,4.7,90,95,12,LOCKED,-58
2026-08-26T18:05:46.150315,19.024610,73.105628,42.2,93.9,125.5,28.9,68.2,4.8,91,95,13,LOCKED,-58
2026-08-26T18:05:48.150315,19.024632,73.105668,42.1,91.9,133.8,28.9,68.2,4.8,92,95,13,LOCKED,-58
2026-08-26T18:05:50.150315,19.024654,73.105709,42.2,86.6,118.5,28.9,68.2,4.9,91,95,13,LOCKED,-59
2026-08-26T18:05:52.150315,19.024676,73.105750,42.2,83.9,136.3,28.9,68.2,4.8,89,95,13,LOCKED,-59
2026-08-26T18:05:54.150315,19.024698,73.105790,42.1,91.2,126.4,28.9,68.2,4.8,89,95,13,LOCKED,-59
2026-08-26T18:05:56.150315,19.024720,73.105830,42.1,86.9,133.1,28.9,68.2,4.7,87,95,13,LOCKED,-59
2026-08-26T18:05:58.150315,19.024741,73.105869,42.1,78.3,135.3,28.9,68.2,4.8,86,95,13,LOCKED,-59
2026-08-26T18:06:00.150315,19.024763,73.105909,42.1,86.9,113.3,28.9,68.2,4.7,86,95,13,LOCKED,-59
2026-08-26T18:06:02.150315,19.024784,73.105947,42.1,86.8,125.9,28.9,68.2,4.8,85,94,13,LOCKED,-58
2026-08-26T18:06:04.150315,19.024805,73.105986,42.0,80.3,110.5,28.8,68.1,4.8,84,94,13,LOCKED,-59
2026-08-26T18:06:06.150315,19.024826,73.106024,42.0,83.4,119.8,28.8,68.2,4.9,83,94,13,LOCKED,-59
2026-08-26T18:06:08.150315,19.024847,73.106063,42.0,75.4,110.2,28.8,68.1,4.8,83,94,13,LOCKED,-58
2026-08-26T18:06:10.150315,19.024868,73.106102,41.9,80.9,102.7,28.8,68.2,4.8,83,94,13,LOCKED,-58
2026-08-26T18:06:12.150315,19.024890,73.106141,42.0,68.3,115.2,28.8,68.2,4.9,85,94,13,LOCKED,-58
2026-08-26T18:06:14.150315,19.024911,73.106181,41.9,68.9,101.1,28.8,68.2,4.8,87,94,13,LOCKED,-58
2026-08-26T18:06:16.150315,19.024933,73.106221,42.0,67.5,113.3,28.8,68.2,4.8,88,94,14,LOCKED,-58
2026-08-26T18:06:18.150315,19.024955,73.106261,42.0,72.5,112.9,28.8,68.2,4.8,86,94,14,LOCKED,-58
2026-08-26T18:06:20.150315,19.024976,73.106301,42.0,61.1,101.6,28.8,68.1,4.8,87,94,14,LOCKED,-57
2026-08-26T18:06:22.150315,19.024997,73.106340,42.0,63.1,88.3,28.8,68.2,4.7,86,94,14,LOCKED,-57
2026-08-26T18:06:24.150315,19.025019,73.106379,42.1,63.6,94.0,28.8,68.2,4.7,87,94,14,LOCKED,-57
2026-08-26T18:06:26.150315,19.025040,73.106418,42.1,65.0,107.5,28.8,68.2,4.7,85,94,14,LOCKED,-58
2026-08-26T18:06:28.150315,19.025061,73.106456,42.2,69.0,85.7,28.8,68.2,4.6,83,94,14,LOCKED,-58
2026-08-26T18:06:30.150315,19.025081,73.106494,42.2,65.8,97.6,28.8,68.1,4.7,83,94,15,LOCKED,-58
2026-08-26T18:06:32.150315,19.025102,73.106532,42.3,64.9,85.2,28.8,68.1,4.7,84,94,15,LOCKED,-58
2026-08-26T18:06:34.150315,19.025123,73.106570,42.2,64.5,83.6,28.8,68.2,4.7,85,94,15,LOCKED,-57
2026-08-26T18:06:36.150315,19.025144,73.106609,42.2,58.0,92.5,28.8,68.2,4.7,83,94,15,LOCKED,-57
2026-08-26T18:06:38.150315,19.025165,73.106646,42.3,51.6,82.8,28.8,68.2,4.7,82,94,15,LOCKED,-58
2026-08-26T18:06:40.150315,19.025186,73.106683,42.3,51.8,88.2,28.8,68.2,4.7,82,94,15,LOCKED,-58
2026-08-26T18:06:42.150315,19.025206,73.106721,42.3,54.6,90.2,28.8,68.2,4.8,82,94,15,LOCKED,-59
2026-08-26T18:06:44.150315,19.025227,73.106758,42.3,57.1,73.7,28.8,68.3,4.7,81,94,15,LOCKED,-59
2026-08-26T18:06:46.150315,19.025247,73.106796,42.2,53.7,69.6,28.8,68.2,4.8,80,94,15,LOCKED,-59
2026-08-26T18:06:48.150315,19.025268,73.106833,42.2,45.4,78.7,28.8,68.2,4.8,81,94,15,LOCKED,-59
2026-08-26T18:06:50.150315,19.025289,73.106871,42.1,39.3,78.1,28.9,68.3,4.8,79,94,15,LOCKED,-58
2026-08-26T18:06:52.150315,19.025309,73.106907,42.2,48.6,75.2,28.9,68.3,4.8,77,94,15,LOCKED,-58
2026-08-26T18:06:54.150315,19.025329,73.106945,42.2,43.5,57.8,28.9,68.3,4.9,79,94,15,LOCKED,-58
2026-08-26T18:06:56.150315,19.025350,73.106982,42.3,43.0,72.1,28.9,68.2,4.8,77,94,15,LOCKED,-58
2026-08-26T18:06:58.150315,19.025370,73.107018,42.3,40.4,61.7,28.9,68.2,4.9,76,94,15,LOCKED,-59
2026-08-26T18:07:00.150315,19.025390,73.107055,42.3,36.2,50.5,28.9,68.2,5.0,76,94,15,LOCKED,-59
2026-08-26T18:07:02.150315,19.025411,73.107093,42.3,38.5,57.4,28.9,68.2,5.0,78,93,15,LOCKED,-59
2026-08-26T18:07:04.150315,19.025432,73.107131,42.3,26.6,44.2,28.9,68.2,5.0,79,93,15,LOCKED,-59
2026-08-26T18:07:06.150315,19.025453,73.107169,42.4,26.5,55.4,28.9,68.2,5.0,80,93,15,LOCKED,-59
2026-08-26T18:07:08.150315,19.025474,73.107208,42.4,25.7,59.4,28.9,68.3,5.0,81,93,15,LOCKED,-59
2026-08-26T18:07:10.150315,19.025495,73.107247,42.4,46.9,91.4,28.9,68.3,5.1,80,93,15,LOCKED,-59
2026-08-26T18:07:12.150315,19.025517,73.107286,42.5,56.2,76.6,28.9,68.3,5.2,81,93,15,LOCKED,-59
2026-08-26T18:07:14.150315,19.025539,73.107327,42.4,50.9,94.7,28.9,68.3,5.2,82,93,15,LOCKED,-59
2026-08-26T18:07:16.150315,19.025560,73.107367,42.4,57.3,88.1,28.9,68.2,5.3,82,93,15,LOCKED,-59
2026-08-26T18:07:18.150315,19.025583,73.107409,42.4,47.7,80.6,28.9,68.2,5.3,83,93,15,LOCKED,-60
2026-08-26T18:07:20.150315,19.025605,73.107450,42.4,55.6,75.1,28.9,68.3,5.3,83,93,15,LOCKED,-60
2026-08-26T18:07:22.150315,19.025627,73.107492,42.4,43.7,95.9,28.9,68.3,5.3,84,93,15,LOCKED,-60
2026-08-26T18:07:24.150315,19.025650,73.107533,42.4,55.4,87.4,28.9,68.3,5.2,83,93,15,LOCKED,-60
2026-08-26T18:07:26.150315,19.025672,73.107574,42.4,41.2,82.8,28.9,68.3,5.2,83,93,15,LOCKED,-60
2026-08-26T18:07:28.150315,19.025693,73.107615,42.5,55.4,72.5,28.9,68.3,5.2,83,93,15,LOCKED,-60
2026-08-26T18:07:30.150315,19.025715,73.107655,42.5,45.8,72.5,28.9,68.3,5.3,82,93,15,LOCKED,-60
2026-08-26T18:07:32.150315,19.025737,73.107696,42.5,55.4,73.7,28.9,68.3,5.2,83,93,15,LOCKED,-60
2026-08-26T18:07:34.150315,19.025760,73.107737,42.5,50.2,79.8,28.9,68.2,5.2,83,93,15,LOCKED,-60
2026-08-26T18:07:36.150315,19.025782,73.107778,42.4,52.3,87.5,28.9,68.2,5.1,84,93,15,LOCKED,-60
2026-08-26T18:07:38.150315,19.025804,73.107819,42.5,51.0,76.8,28.9,68.2,5.2,85,93,15,LOCKED,-60
2026-08-26T18:07:40.150315,19.025826,73.107861,42.5,41.5,89.5,28.9,68.2,5.1,87,93,16,LOCKED,-60
2026-08-26T18:07:42.150315,19.025848,73.107902,42.6,40.0,77.2,28.9,68.2,5.0,85,93,16,LOCKED,-61
2026-08-26T18:07:44.150315,19.025870,73.107942,42.7,49.2,68.5,28.9,68.2,5.0,84,93,16,LOCKED,-61
2026-08-26T18:07:46.150315,19.025892,73.107982,42.7,45.2,64.0,28.9,68.2,5.1,86,93,16,LOCKED,-61
2026-08-26T18:07:48.150315,19.025914,73.108023,42.7,54.5,67.5,28.9,68.2,5.1,86,93,16,LOCKED,-61
2026-08-26T18:07:50.150315,19.025936,73.108065,42.8,45.2,72.6,28.9,68.3,5.1,87,93,15,LOCKED,-61
2026-08-26T18:07:52.150315,19.025959,73.108107,42.7,40.9,76.8,28.9,68.2,5.1,89,93,15,LOCKED,-61
2026-08-26T18:07:54.150315,19.025981,73.108150,42.6,41.8,81.7,28.9,68.3,5.0,89,93,15,LOCKED,-61
2026-08-26T18:07:56.150315,19.026004,73.108192,42.6,47.2,69.5,29.0,68.3,5.0,90,93,15,LOCKED,-61
2026-08-26T18:07:58.150315,19.026027,73.108234,42.6,40.3,73.5,28.9,68.3,5.1,91,93,15,LOCKED,-61
2026-08-26T18:08:00.150315,19.026050,73.108276,42.6,37.6,77.1,29.0,68.3,5.1,91,93,15,LOCKED,-61
2026-08-26T18:08:02.150315,19.026073,73.108319,42.7,40.4,67.8,29.0,68.3,5.1,89,92,15,LOCKED,-61
2026-08-26T18:08:04.150315,19.026095,73.108361,42.6,40.5,66.0,29.0,68.3,5.1,89,92,15,LOCKED,-62
2026-08-26T18:08:06.150315,19.026117,73.108403,42.7,47.1,82.5,29.0,68.3,5.0,87,92,16,LOCKED,-62
